show_id,director
s5492,Pierre Coré
s5493,Liz Plonka
s5494,Jeff Garlin
s5495,
s5496,Jan Suter
s5497,Michael Barnett
s5498,Jessica Yu
s5499,K. Rajagopal
s5500,Mahesh Bhatt
s5501,Praveen Nischol
s5502,Lucien Jean-Baptiste
s5503,Jalil Lespert
s5504,Edward Cotterill
s5505,Sean Cisterna
s5506,Sudhanshu Saria
s5507,Dilip Mehta
s5508,Isaki Lacuesta
s5509,Kitty Green
s5510,
s5511,
s5512,Spike Lee
s5513,Evan Katz
s5514,
s5515,
s5516,Gauri Shinde
s5517,Oliver Schmitz
s5518,Felix Herngren
s5519,Marcus Raboy
s5520,
s5521,
s5522,Jill Bauer
s5523,Fernando Coimbra
s5524,
s5525,Adam Leon
s5526,Jay Chapman
s5527,Detlev Buck
s5528,Detlev Buck
s5529,Detlev Buck
s5530,Andrea Molaioli
s5531,Kemi Adetiba
s5532,Marie Madinier
s5533,Miguel Ángel Lamata
s5534,Steven Brill
s5535,Antonio Serrano
s5536,Leslie Small
s5537,Grant S. Johnson
s5538,
s5539,
s5540,Gerardo Olivares
s5541,Joe Swanberg
s5542,Louis C.K.
s5543,
s5544,Alexandre Reinecke
s5545,Jamal Hill
s5546,K. Ramanlal
s5547,Maris Curran
s5548,Avinash Arun
s5549,Jason Spingarn-Koff
s5550,A. Salaam
s5551,Eduardo Casanova
s5552,Daniel Burman
s5553,Kike Maíllo
s5554,
s5555,Laurent Bouzereau
s5556,Gordon Anderson
s5557,Charlie McDowell
s5558,Shannon Hartman
s5559,
s5560,Diego Pignataro
s5561,Meghan O'Hara
s5562,Tommy O'Haver
s5563,Stan Lathan
s5564,
s5565,Lonny Price
s5566,Sydney Freeland
s5567,
s5568,
s5569,Jung-woo Park
s5570,
s5571,James Ivory
s5572,Santosh Sivan
s5573,Erik Canuel
s5574,Peter Middleton
s5575,Shashilal K. Nair
s5576,
s5577,Shannon Hartman
s5578,Marcel Barrena
s5579,
s5580,Gerard McMurray
s5581,
s5582,Yılmaz Erdoğan
s5583,Amy Schumer
s5584,
s5585,Selvamani Selvaraj
s5586,
s5587,Seth Barrish
s5588,Abhinay Deo
s5589,Lô Politi
s5590,Tomas Portella
s5591,Macon Blair
s5592,
s5593,
s5594,
s5595,David Paul Meyer
s5596,Mar Targarona
s5597,Keith Scholey
s5598,Juan Pablo Buscarini
s5599,
s5600,Nishikant Kamat
s5601,Thomas Stuber
s5602,
s5603,Sam Dunn
s5604,
s5605,Raúl Arévalo
s5606,Matías Bize
s5607,Michael Paul Stephenson
s5608,Colin Dench
s5609,
s5610,
s5611,Ricky Gervais
s5612,
s5613,Joachim Fest
s5614,Scott Aukerman
s5615,Raúl Campos
s5616,Malik Vitthal
s5617,Rohit Shetty
s5618,Farah Khan
s5619,Shlok Sharma
s5620,Joaquín Mazón
s5621,Jonás Trueba
s5622,Peter DeLuise
s5623,Jay Karas
s5624,Alejandra Márquez Abella
s5625,Sébastien Betbeder
s5626,Adam Randall
s5627,Marco Dutra
s5628,Marcus Raboy
s5629,Mario Rouleau
s5630,Aniruddha Roy Chowdhury
s5631,Chester Tam
s5632,Neal Brennan
s5633,Hannes Stöhr
s5634,Andreas Prochaska
s5635,Maximilian Erlenwein
s5636,Burhan Qurbani
s5637,Hubert Woroniecki
s5638,Alistair Legrand
s5639,Mir-Jean Bou Chaaya
s5640,Jeannie Gaffigan
s5641,
s5642,Babak Anvari
s5643,Emily Hagins
s5644,Greg Richardson
s5645,Uwe Boll
s5646,Mitch Schauer
s5647,Lance Bangs
s5648,Rohit Mittal
s5649,Steve Hickner
s5650,Jalil Lespert
s5651,
s5652,Abhishek Chaubey
s5653,Diego Luna
s5654,
s5655,
s5656,
s5657,Jorge Michel Grau
s5658,Riki Lindhome
s5659,
s5660,Thomas Astruc
s5661,Manny Rodriguez
s5662,Vikram Gandhi
s5663,
s5664,Sean Hanish
s5665,Sinan Akkuş
s5666,
s5667,Matt Bell
s5668,
s5669,
s5670,
s5671,
s5672,
s5673,
s5674,
s5675,James Hawes
s5676,
s5677,Elite Zexer
s5678,
s5679,Raúl Campos
s5680,Alex Lehmann
s5681,
s5682,James Yukich
s5683,Nic Mathieu
s5684,
s5685,
s5686,Chris Kelly
s5687,
s5688,Alex Lehmann
s5689,Roman Gackowski
s5690,Benjamin Dickinson
s5691,
s5692,Sacha Wolff
s5693,
s5694,Adam Nimoy
s5695,Elizabeth Wood
s5696,Robert McCullough Jr.
s5697,Shrihari Sathe
s5698,Ralph Macchio
s5699,Ricardo Maldonado
s5700,
s5701,
s5702,Vetrimaaran
s5703,Linas Phillips
s5704,
s5705,Jeff Margolis
s5706,Bauddhayan Mukherji
s5707,María Jose Cuevas
s5708,
s5709,Oz Rodriguez
s5710,Chris Sparling
s5711,Qaushiq Mukherjee
s5712,Jan Suter
s5713,Shannon Hartman
s5714,Jerry Seinfeld
s5715,Houda Benyamina
s5716,
s5717,
s5718,Volker Weicker
s5719,Manjeet Singh
s5720,Jeff Wadlow
s5721,
s5722,Lorene Machado
s5723,
s5724,
s5725,Marcus Raboy
s5726,Kief Davidson
s5727,Richard Mears
s5728,
s5729,
s5730,
s5731,
s5732,
s5733,
s5734,Heidi Ewing
s5735,Moto Sakakibara
s5736,Emilio Martínez Lázaro
s5737,Robert Vince
s5738,Osgood Perkins
s5739,Werner Herzog
s5740,Julien Rambaldi
s5741,Yvan Attal
s5742,
s5743,Benjamin Weill
s5744,Roger Gual
s5745,
s5746,Anthony Giordano
s5747,Thomas Sorriaux
s5748,Toshiyuki Kubooka
s5749,Noriyuki Abe
s5750,Noriyuki Abe
s5751,Clovis Cornillac
s5752,
s5753,
s5754,
s5755,Kevin MacDonald
s5756,Christopher Guest
s5757,Jonathan Demme
s5758,Ava DuVernay
s5759,Dave Higby
s5760,
s5761,Richie Smyth
s5762,Michael D. Black
s5763,
s5764,
s5765,Riccardo Pilizzeri
s5766,Guilherme Fontes
s5767,
s5768,Aamir Bashir
s5769,
s5770,
s5771,Alejandro Fernández Almendras
s5772,
s5773,Álex de la Iglesia
s5774,Ishi Rudell
s5775,David Schalko
s5776,
s5777,Pieter Kuijpers
s5778,
s5779,Prashant Nair
s5780,Paul Taublieb
s5781,Riccardo Milani
s5782,
s5783,Rod Blackhurst
s5784,Bonni Cohen
s5785,Bobcat Goldthwait
s5786,
s5787,
s5788,
s5789,
s5790,
s5791,
s5792,
s5793,Tony Elliott
s5794,Troy Miller
s5795,Louis C.K.
s5796,Orlando von Einsiedel
s5797,Dan Forrer
s5798,Dan Krauss
s5799,
s5800,
s5801,
s5802,
s5803,
s5804,
s5805,
s5806,
s5807,
s5808,
s5809,Jay Karas
s5810,Christopher Louie
s5811,Justin Krook
s5812,
s5813,
s5814,Louis C.K.
s5815,
s5816,Michael Drumm
s5817,Troy Miller
s5818,Jay Karas
s5819,Jay Chapman
s5820,Alex Coletti
s5821,Michael Drumm
s5822,John Smithson
s5823,
s5824,
s5825,Christopher Martin
s5826,
s5827,Tom Whitter
s5828,
s5829,Sian Heder
s5830,
s5831,Karl Mueller
s5832,Joe Berlinger
s5833,Allan Ungar
s5834,Qaushiq Mukherjee
s5835,Tensai Okamura
s5836,Ryan Polito
s5837,
s5838,Hemant Gaba
s5839,
s5840,Raúl Campos
s5841,Rob Burnett
s5842,Wilson Yip
s5843,Bo Burnham
s5844,
s5845,
s5846,
s5847,Steven Brill
s5848,Jay Karas
s5849,Ricky Gervais
s5850,Jon Greenhalgh
s5851,
s5852,Felix Van Groeningen
s5853,Mike Flanagan
s5854,
s5855,G.J. Echternkamp
s5856,
s5857,
s5858,Rodolphe Guenoden
s5859,Jason Krawczyk
s5860,Sam Wrench
s5861,Sophie Robinson
s5862,John Lee
s5863,
s5864,
s5865,Yuen Wo-Ping
s5866,Mitch Schauer
s5867,
s5868,
s5869,Lance Bangs
s5870,
s5871,
s5872,
s5873,Raúl Campos
s5874,Wilson Yip
s5875,Wilson Yip
s5876,Jay Karas
s5877,Alik Sakharov
s5878,
s5879,L. Frazier
s5880,Frank Coraci
s5881,Gary Howsam
s5882,Sofia Coppola
s5883,
s5884,Kristin Hanggi
s5885,Rhys Thomas
s5886,
s5887,J. Davis
s5888,Chris Buck
s5889,Eli Roth
s5890,Andrew Bujalski
s5891,Adam Dubin
s5892,Cary Joji Fukunaga
s5893,Aaron Hann
s5894,Evgeny Afineevsky
s5895,Jay Karas
s5896,
s5897,Morgan Neville
s5898,Kip Andersen
s5899,Hannah Fidell
s5900,Jay Karas
s5901,
s5902,Kristina Goolsby
s5903,
s5904,Patrick Brice
s5905,Phil Joanou
s5906,Anthony Pierce
s5907,Liz Garbus
s5908,Jennifer Phang
s5909,
s5910,Luis Estrada
s5911,Jill Bauer
s5912,Lance Bangs
s5913,Mike Fleiss
s5914,Bill D'Elia
s5915,
s5916,Aziz Ansari
s5917,David Sampliner
s5918,John Asher
s5919,
s5920,
s5921,
s5922,Jay Karas
s5923,
s5924,
s5925,Lance Bangs
s5926,Orlando von Einsiedel
s5927,Katy Chevigny
s5928,Wyatt Cenac
s5929,James Yukich
s5930,Luis Lopez
s5931,Robert Nixon
s5932,Chapman Way
s5933,Werner Herzog
s5934,
s5935,Greg Whiteley
s5936,Jehane Noujaim
s5937,Jason Moore
s5938,Josh Greenbaum
s5939,Will Lovelace
s5940,
s5941,
s5942,Constance Marks
s5943,Larry Elikann
s5944,Robert Markowitz
s5945,Eric Laneuville
s5946,Joel Oliansky
s5947,Roy Campanella II
s5948,Arthur Allan Seidelman
s5949,John Herzfeld
s5950,Buzz Kulik
s5951,Richard Michaels
s5952,Linda Otto
s5953,Roger Young
s5954,Rob LaDuca
s5955,Icíar Bollaín
s5956,Joe Dante
s5957,Ole Bornedal
s5958,Sorin Dan Mihalcescu
s5959,Shane Acker
s5960,Robert Luketic
s5961,Kevin Reynolds
s5962,Shravan Kumar
s5963,Vikram Bhatt
s5964,Kunle Afolayan
s5965,
s5966,Paul Greengrass
s5967,Swapnaneel Jayakar
s5968,
s5969,Vijay Milton
s5970,Santwana Bardoloi
s5971,Atanu Ghosh
s5972,Lyric R. Cabral
s5973,Michael Margolis
s5974,Michael Kennedy
s5975,
s5976,Óskar Thór Axelsson
s5977,Ozan Açıktan
s5978,Karyn Kusama
s5979,
s5980,Adam Deyoe
s5981,Leif Tilden
s5982,Roland Emmerich
s5983,
s5984,Melinda Janko
s5985,
s5986,Sam Upton
s5987,
s5988,Victor Zarcoff
s5989,Daniel Stamm
s5990,
s5991,Daniel Lee
s5992,Scott Hussion
s5993,Richard Donner
s5994,Burr Steers
s5995,David Marmor
s5996,Raymond Wood
s5997,Morgan Neville
s5998,
s5999,Hasraf Dulull
s6000,Mike Mills
s6001,Jon Lucas
s6002,
s6003,Joey Curtis
s6004,Brian Smrz
s6005,Nicanor Loreti
s6006,Simon Napier-Bell
s6007,Betty Thomas
s6008,Nagesh Kukunoor
s6009,Gaby Dellal
s6010,Iman Brotoseno
s6011,Shazia Javed
s6012,Hani Hamdi
s6013,Ruben Fleischer
s6014,Maciej Dejczer
s6015,Jack C. Newell
s6016,Andrew Nackman
s6017,Anggy Umbara
s6018,Victor Levin
s6019,Peter Segal
s6020,Jonathan Levine
s6021,Rizal Mantovani
s6022,Toa Fraser
s6023,Bharat Jain
s6024,Trent Haaga
s6025,Nizar Shafi
s6026,Meenu Gaur
s6027,
s6028,Jon Lucas
s6029,Padmakumar Narasimhamurthy
s6030,John Asher
s6031,Richard Attenborough
s6032,Stanley Kubrick
s6033,Stephen Gyllenhaal
s6034,Tom Fassaert
s6035,Mark Williams
s6036,Remo D'Souza
s6037,Roman Coppola
s6038,
s6039,Erik Nelson
s6040,Michael Tiddes
s6041,Teo Konuralp
s6042,Jim Fall
s6043,Andy Goddard
s6044,Chris Bell
s6045,
s6046,Ahmad El-Badri
s6047,J.C. Chandor
s6048,Christopher S. Rech
s6049,
s6050,John Fortenberry
s6051,Joram Lürsen
s6052,Michael Lennox
s6053,Kees Van Oostrum
s6054,Michael Damian
s6055,Henry Sarwer-Foner
s6056,Ishaan Trivedi
s6057,Asghar Farhadi
s6058,Ethan Coen
s6059,Maria Burton
s6060,Natalie Portman
s6061,Martin Lawrence
s6062,Brian Robbins
s6063,Adam Shankman
s6064,Neeraj Pandey
s6065,Gregory Caruso
s6066,Ava DuVernay
s6067,
s6068,
s6069,Rusty Nixon
s6070,Oliver Daly
s6071,Ömer Faruk Sorak
s6072,Midhun Manuel Thomas
s6073,Chandrakant Kulkarni
s6074,Prakash Jha
s6075,Nagesh Kukunoor
s6076,Uttung Shelar
s6077,Atanu Ghosh
s6078,
s6079,A. L. Vijay
s6080,Jung-ah Im
s6081,Chad Van De Keere
s6082,Chris Weitz
s6083,Daniela Goggi
s6084,Alfonso Serrano Maturino
s6085,Julien Christian Lutz
s6086,Julie Taymor
s6087,Mike McCoy
s6088,Mahsun Kırmızıgül
s6089,Brett Donowho
s6090,
s6091,Thierry Donard
s6092,Anne Fontaine
s6093,Sandeep Chatterjee
s6094,Kyle Rideout
s6095,
s6096,Bryce Wagoner
s6097,Brittany Andrews
s6098,Antonio Campos
s6099,Nicolás López
s6100,Terry Loane
s6101,
s6102,
s6103,
s6104,Shivam Nair
s6105,Alison Klayman
s6106,
s6107,Biswajeet Bora
s6108,Abbas Alibhai Burmawalla
s6109,
s6110,Castille Landon
s6111,Gervasio Iglesias
s6112,Martin Scorsese
s6113,J. Michael Long
s6114,Sean McNamara
s6115,Susan Glatzer
s6116,Eva Vives
s6117,Don Bluth
s6118,Víctor García
s6119,Charlie Vaughn
s6120,Chris Blake
s6121,Jonathan Levine
s6122,Matthew Hope
s6123,Vincent Perez
s6124,Lee Tamahori
s6125,Richard Rich
s6126,Richard Rich
s6127,
s6128,Greg Kohs
s6129,Trey Haley
s6130,Atul Malhotra
s6131,Manmohan Desai
s6132,Khaled Youssef
s6133,
s6134,Charlie Siskel
s6135,Michael Cuesta
s6136,Sam Mendes
s6137,Brendon Marotta
s6138,
s6139,Barak Goodman
s6140,Sharon Grimberg
s6141,Mark Zwonitzer
s6142,Wilson Coneybeare
s6143,Sarik Andreasyan
s6144,Tony Kaye
s6145,Andrea Arnold
s6146,Nick Davis
s6147,
s6148,Mary Harron
s6149,Jerry G. Angelo
s6150,Asif Kapadia
s6151,Karan Bali
s6152,Don Bluth
s6153,Phil Nibbelink
s6154,Larry Latham
s6155,Larry Latham
s6156,Wael Ehsan
s6157,
s6158,Perry Lang
s6159,Ismail Farouk
s6160,Avinash Das
s6161,Carlos Marques-Marcet
s6162,
s6163,Tim Blake Nelson
s6164,Luis Mandoki
s6165,Peter Segal
s6166,Pan Nalin
s6167,
s6168,
s6169,Sohail Tatari
s6170,Paul Serafini
s6171,Juan Zapata
s6172,Peyton Reed
s6173,Sherif Ismail
s6174,Anirban Majumder
s6175,
s6176,Ken Barbet
s6177,Manish Jha
s6178,
s6179,David Salzberg
s6180,J.F. Musial
s6181,Gonzalo López-Gallego
s6182,Christian Desmares
s6183,Christopher Chambers
s6184,Khaled El Halafawy
s6185,Nia Dinata
s6186,Jason Winer
s6187,Sarah Smith
s6188,John Erick Dowdle
s6189,James L. Brooks
s6190,John Murlowski
s6191,Sung-soo Kim
s6192,Mike Nicoll
s6193,Jason Stone
s6194,Mez Tharatorn
s6195,
s6196,David Morris
s6197,Fabrizio Copano
s6198,Mike Rossiter
s6199,
s6200,Gabe Ibáñez
s6201,Anthony Russo
s6202,Levan Tsikurishvili
s6203,Anthony D'Souza
s6204,Ajay Bahl
s6205,Çagan Irmak
s6206,Alejandro G. Iñárritu
s6207,Shikha Makan
s6208,José Eduardo Belmonte
s6209,Adam MacDonald
s6210,Dave Patten
s6211,Michael Petroni
s6212,Michael Bay
s6213,Michael Bay
s6214,
s6215,David Chirchirillo
s6216,Salima Koroma
s6217,
s6218,Sumitra Bhave
s6219,Justin Lee
s6220,
s6221,Simon Wells
s6222,Phil Weinstein
s6223,Phil Weinstein
s6224,Haissam Hussain
s6225,Burak Aksak
s6226,Zoe Lister-Jones
s6227,Aaron Nee
s6228,Tanit Jitnukul
s6229,
s6230,Manop Janjarasskul
s6231,Adisorn Tresirikasem
s6232,Jordi Llompart
s6233,Raja Menon
s6234,Matthew Salleh
s6235,Kyran Kelly
s6236,Adam Wood
s6237,Zeke Norton
s6238,Karen J. Lloyd
s6239,Andrew Tan
s6240,William Lau
s6241,Ezekiel Norton
s6242,Conrad Helten
s6243,Ezekiel Norton
s6244,Conrad Helten
s6245,Kyle Newman
s6246,Esteban Vidal
s6247,Rajkumar Santoshi
s6248,David Zucker
s6249,Paul Verhoeven
s6250,
s6251,
s6252,Dava Whisenant
s6253,
s6254,
s6255,Hrishikesh Mukherjee
s6256,Sagar Sarhadi
s6257,Lilibet Foster
s6258,Joshua Caldwell
s6259,
s6260,Volker Arzt
s6261,Mel Smith
s6262,
s6263,
s6264,
s6265,
s6266,
s6267,Mike Judge
s6268,Bruce W. Smith
s6269,Agasyah Karim
s6270,Khaled El Halafawy
s6271,Julian Jarrold
s6272,Adam Shankman
s6273,Fisher Stevens
s6274,Keiko Yagi
s6275,Katherine Fairfax Wright
s6276,
s6277,
s6278,Rajeev Chaudhari
s6279,Anthony Wonke
s6280,
s6281,April Mullen
s6282,
s6283,Adam Marino
s6284,Joe Camp
s6285,Joe Camp
s6286,Hakan Algül
s6287,
s6288,Tamer Bassiouni
s6289,Ted Braun
s6290,Dharmesh Darshan
s6291,Khaled Marei
s6292,
s6293,Sushrut Jain
s6294,Majid Majidi
s6295,
s6296,
s6297,Priyadarshan
s6298,Rajiv Chilaka
s6299,Priyadarshan
s6300,Ram Gopal Varma
s6301,Jasbir Bijendra Bhati
s6302,
s6303,Joey Kern
s6304,Dennis Dugan
s6305,
s6306,Shawn Levy
s6307,Scott Martin
s6308,Kaspar Astrup Schröder
s6309,Ron Oliver
s6310,Nick Broomfield
s6311,Shannon Hartman
s6312,Stephen Daldry
s6313,Vonda Harrell
s6314,Indrasis Acharya
s6315,Gajendra Ahire
s6316,Emanuel Hoss-Desmarais
s6317,Marianna Palka
s6318,Ham Tran
s6319,
s6320,Miguel Conde
s6321,Supavitra Babul
s6322,Mark Harris
s6323,Ridley Scott
s6324,
s6325,Jose Manuel Colón
s6326,Ryan Coogler
s6327,Jesse Gustafson
s6328,Craig Brewer
s6329,Martin Hodara
s6330,Gabriela Cowperthwaite
s6331,Daniel Alfredson
s6332,Ethan Hawke
s6333,Ben Younger
s6334,Deane Taylor
s6335,July Hygreck
s6336,
s6337,Jean-François Richet
s6338,Ted Demme
s6339,Abdellatif Kechiche
s6340,Woody Allen
s6341,Lev L. Spiro
s6342,
s6343,Jeremy Saulnier
s6344,Les Mayfield
s6345,Derek Cianfrance
s6346,Barry Avrich
s6347,Jeremy Kenyon Lockyer Corbell
s6348,
s6349,Jay Surridge
s6350,Elvira Lind
s6351,Raj Kapoor
s6352,Gabriel Clarke
s6353,Brendan Byrne
s6354,Geoffrey Orthwein
s6355,Byron Howard
s6356,Alexandra Dean
s6357,Jelle de Jonge
s6358,
s6359,Arthur Penn
s6360,Kaizad Gustad
s6361,
s6362,
s6363,Gary Cohen
s6364,Gayane Petrosyan
s6365,
s6366,Richard Sears
s6367,Alê Abreu
s6368,Chris Stokes
s6369,
s6370,Michael Doneger
s6371,Sean McNamara
s6372,Cecilia Peck
s6373,Jody Lambert
s6374,
s6375,Sridhar Rangayan
s6376,Simon Baker
s6377,Rian Johnson
s6378,Robert Adetuyi
s6379,
s6380,Antoine Fuqua
s6381,Lu Yang
s6382,
s6383,Vivieno Caldinelli
s6384,Vivieno Caldinelli
s6385,Vivieno Caldinelli
s6386,
s6387,Mike Wiluan
s6388,Andreas Johnsen
s6389,David McCracken
s6390,
s6391,Steve Antin
s6392,Jon Manning
s6393,Lee Chang-dong
s6394,
s6395,Cary Murnion
s6396,Daniel Mann
s6397,Daniele Thompson
s6398,Travis Zariwny
s6399,
s6400,Angga Dwimas Sasongko
s6401,Néstor Sánchez Sotelo
s6402,
s6403,Asim Abbasi
s6404,Madhur Bhandarkar
s6405,
s6406,Momoko Kamiya
s6407,Momoko Kamiya
s6408,
s6409,Carlos Bolado
s6410,Scott Marshall Smith
s6411,Lisa Arnold
s6412,
s6413,Peter Sattler
s6414,
s6415,Harry Elfont
s6416,Bernard Rose
s6417,
s6418,Justin Pemberton
s6419,Noushad
s6420,Mark O'Connor
s6421,
s6422,Chito S. Roño
s6423,Todd Haynes
s6424,Brian De Palma
s6425,Àlex Pastor
s6426,Matt Piedmont
s6427,
s6428,Martin Campbell
s6429,Wong Jing
s6430,Wong Jing
s6431,
s6432,Richard Brooks
s6433,Shalini Kantayya
s6434,Brad Peyton
s6435,Aaron Hancox
s6436,Henrik Martin Dahlsbakken
s6437,Shivendra Singh Dungarpur
s6438,Nicholas Hytner
s6439,Harry Baweja
s6440,Aatmaram Dharne
s6441,David Dhawan
s6442,Umer Adil
s6443,Arne Birkenstock
s6444,Dianne Dreyer
s6445,Garin Nugroho
s6446,John Curran
s6447,Tim Burton
s6448,McG
s6449,Charles A. Nichols
s6450,David Dhawan
s6451,Kevin Smith
s6452,
s6453,Wong Jing
s6454,John Scheinfeld
s6455,Gurvinder Singh
s6456,
s6457,
s6458,
s6459,Bradley Parker
s6460,
s6461,
s6462,Sidheswar Shukla
s6463,Asit Mohapatra
s6464,Shyamal Chaulia
s6465,Rajiv Chilaka
s6466,Anuranjan Premji
s6467,Mark Dindal
s6468,Niyi Akinmolayan
s6469,Tom Holland
s6470,
s6471,Tan Bing
s6472,Luis Lopez
s6473,Bedabrata Pain
s6474,Ken Hughes
s6475,Atom Egoyan
s6476,Andrew Sandler
s6477,Corbin Bernsen
s6478,
s6479,Marita Grabiak
s6480,Gary Wheeler
s6481,Joe Roth
s6482,Marc Forster
s6483,Israel Adrián Caetano
s6484,
s6485,Mohsin Ali
s6486,Hrishikesh Mukherjee
s6487,Paul Weitz
s6488,
s6489,Fernando Meirelles
s6490,Pete Travis
s6491,
s6492,Nick Mead
s6493,Louis Leterrier
s6494,Gregory Hoblit
s6495,Eric Stoltz
s6496,
s6497,Jack Starrett
s6498,Frank Coraci
s6499,
s6500,Chris Perkel
s6501,John Crowley
s6502,Lilly Wachowski
s6503,Olivier Assayas
s6504,Matt Reeves
s6505,
s6506,
s6507,
s6508,
s6509,
s6510,
s6511,Thomas Carter
s6512,Les Mayfield
s6513,Vishal Mishra
s6514,
s6515,
s6516,Saurav Palodhi
s6517,Florian Gallenberger
s6518,Ketan Mehta
s6519,Zack Whedon
s6520,
s6521,
s6522,Robert Kenner
s6523,Ram Gopal Varma
s6524,Craig Goodwill
s6525,
s6526,Jesse Adang
s6527,Stacie Passon
s6528,Van M. Pham
s6529,Gavin Fitzgerald
s6530,Ozan Açıktan
s6531,Ram Gopal Varma
s6532,Abdul Aziz Hashad
s6533,
s6534,Stuart Rosenberg
s6535,Jon Rosenbaum
s6536,Ben Steele
s6537,Henry Selick
s6538,Jason Bourque
s6539,
s6540,Micah Bickham
s6541,Paul Haggis
s6542,Kranti Kanade
s6543,
s6544,Ang Lee
s6545,Don Mancini
s6546,Zachary Heinzerling
s6547,Chandrakant Kanse
s6548,Hasan Karacadağ
s6549,Gary David Goldberg
s6550,
s6551,Steve Carr
s6552,Amara Cash
s6553,Pablo Parés
s6554,Johnson Esthappan
s6555,Raj Amit Kumar
s6556,Jean-Marc Vallée
s6557,
s6558,Jeffrey Walker
s6559,Philipp Eichholtz
s6560,
s6561,
s6562,Brendan Toller
s6563,Roger Donaldson
s6564,
s6565,Agnidev Chatterjee
s6566,Alexandros Avranas
s6567,Gilles Paquet-Brenner
s6568,Prawal Raman
s6569,
s6570,Parveen Kumar
s6571,Julie Dash
s6572,
s6573,
s6574,Amman Abbasi
s6575,Dylan Haegens
s6576,Noah Baumbach
s6577,Tom Edmunds
s6578,Tanveer Khan
s6579,Danny J. Boyle
s6580,Demetri Martin
s6581,Tanuj Bhramar
s6582,Chad Van De Keere
s6583,Jason Priestley
s6584,Neil LaBute
s6585,Harrison Smith
s6586,Clay Porter
s6587,
s6588,
s6589,Anees Bazmee
s6590,Ken Burns
s6591,Dennis Iliadis
s6592,Camilla Nielsson
s6593,Christian Gudegast
s6594,Ted Demme
s6595,Frederick Cipoletti
s6596,Sam Patton
s6597,Mohamed Samy
s6598,Christopher Smith
s6599,Michael Feifer
s6600,Saara Cantell
s6601,Clay Staub
s6602,
s6603,Sumitra Bhave
s6604,
s6605,Indra Kumar
s6606,Hark Tsui
s6607,Ben Ryder
s6608,
s6609,Benoît Jacquot
s6610,Lee Tamahori
s6611,Kundan Shah
s6612,
s6613,Jay Roach
s6614,
s6615,Chia-Liang Liu
s6616,Todd Standing
s6617,Benjamin Arfmann
s6618,Neill Blomkamp
s6619,
s6620,David Lean
s6621,Paul Schrader
s6622,Philip Marlatt
s6623,Charles Martin Smith
s6624,Brian De Palma
s6625,Mahin Ibrahim
s6626,Jared Hess
s6627,Troy Nixey
s6628,Thierry Donard
s6629,Thierry Donard
s6630,Thierry Donard
s6631,Caradog W. James
s6632,Daniel Gordon
s6633,Mike Birbiglia
s6634,Mike Newell
s6635,Andrzej Bartkowiak
s6636,
s6637,Wong Jing
s6638,John Patrick Shanley
s6639,M.J. Isakson
s6640,Bo Welch
s6641,Scott Mosier
s6642,Rob Cohen
s6643,Colin Teague
s6644,Doug Lefler
s6645,Patrik Syversen
s6646,Rajiv Chilaka
s6647,
s6648,Greg MacGillivray
s6649,Tristan Ferland Milewski
s6650,Reiner Holzemer
s6651,
s6652,
s6653,
s6654,Afia Nathaniel
s6655,Eeshwar Nivas
s6656,Troy Miller
s6657,Emma Hatherley
s6658,Dave Green
s6659,
s6660,
s6661,
s6662,Anthony Lucero
s6663,Will Gluck
s6664,
s6665,Ryan Murphy
s6666,Bruce Gowers
s6667,Ajithkumar
s6668,Harjit Singh
s6669,Sumitra Bhave
s6670,Sriram Raghavan
s6671,Philipp Stölzl
s6672,
s6673,
s6674,
s6675,
s6676,Matías Gueilburt
s6677,
s6678,Justin Webster
s6679,
s6680,Federico Lemos
s6681,Bassam Kurdali
s6682,John Bridcut
s6683,Sebastian Gutierrez
s6684,Fabien Beziat
s6685,Hugues Nancy
s6686,Nils Tavernier
s6687,Jon Spira
s6688,Michael Thelin
s6689,Riri Riza
s6690,Neil Triffett
s6691,
s6692,Kim Nguyen
s6693,Greg Coolidge
s6694,
s6695,Ajay Phansekar
s6696,
s6697,David Ayer
s6698,
s6699,Denis Villeneuve
s6700,Jenny Carchman
s6701,Jason James
s6702,Robert Clouse
s6703,Drake Doremus
s6704,Kurt Wimmer
s6705,Wojciech Marczewski
s6706,Alejandro Doria
s6707,Marcelo González
s6708,
s6709,Valeria Golino
s6710,
s6711,Tom Shadyac
s6712,Paul W.S. Anderson
s6713,Robi Michael
s6714,Asghar Farhadi
s6715,
s6716,Ivan Reitman
s6717,Alex Garland
s6718,
s6719,James Lee
s6720,Stuart Baird
s6721,Anders Sømme Hammer
s6722,Michael Whitton
s6723,Andrzej Bartkowiak
s6724,Joseph Mbah
s6725,
s6726,Hakan Algül
s6727,Hakan Algül
s6728,Hakan Algül
s6729,
s6730,Benny Fine
s6731,Matt Toronto
s6732,
s6733,
s6734,Sanjay Jadhav
s6735,Chris Stokes
s6736,Gregory Hoblit
s6737,Sedat Kirtan
s6738,Hardik Mehta
s6739,Keith L. Smith
s6740,Nagraj Manjule
s6741,Shadi Ali
s6742,
s6743,Ian Barber
s6744,Terry Gilliam
s6745,
s6746,Peter Spirer
s6747,Norman Jewison
s6748,Biyi Bandele
s6749,Luke Jurevicius
s6750,Ari Levinson
s6751,
s6752,Tony Zierra
s6753,Angga Dwimas Sasongko
s6754,James Wong
s6755,David R. Ellis
